"Subject","Subject-with-subfields","MARC field","Subject source","Metadata"
" Pollard, Aaron | Interviews.","$aPollard, Aaron$vInterviews.",600,"Library of Congress Subject Headings",
" Prieto Stambaugh, Antonio | Interviews.","$aPrieto Stambaugh, Antonio$vInterviews.",600,"Library of Congress Subject Headings",
" Prometheus | (Greek deity) | Drama.","$aPrometheus$c(Greek deity)$vDrama.",600,"Library of Congress Subject Headings",
" Psycho Les.","$aPsycho Les.",600,"Library of Congress Subject Headings",
" Puppo, Héctor | Interviews.","$aPuppo, Héctor$vInterviews.",600,"Library of Congress Subject Headings",
" Ralli, Teresa | Interviews.","$aRalli, Teresa$vInterviews.",600,"Library of Congress Subject Headings",
" Ramos Otero, Manuel. | Loca la de la locura | Adaptations.","$aRamos Otero, Manuel.$tLoca la de la locura$vAdaptations.",600,"Library of Congress Subject Headings",
" Raznovich, Diana | Interviews.","$aRaznovich, Diana$vInterviews.",600,"Library of Congress Subject Headings",
" Reagan, Ronald.","$aReagan, Ronald.",600,"Library of Congress Subject Headings",
" Redbone, Martha | Interviews.","$aRedbone, Martha$vInterviews.",600,"Library of Congress Subject Headings",
" Reguillo Cruz, Rossana | Interviews.","$aReguillo Cruz, Rossana$vInterviews.",600,"Library of Congress Subject Headings",
" Reinholz, Randy | Interviews.","$aReinholz, Randy$vInterviews.",600,"Library of Congress Subject Headings",
" Restrepo, Pilar, | 1958- | Interviews.","$aRestrepo, Pilar,$d1958-$vInterviews.",600,"Library of Congress Subject Headings",
" Richmond, Rosemary | Interviews.","$aRichmond, Rosemary$vInterviews.",600,"Library of Congress Subject Headings",
" Roach, Joseph R., | 1947- | Interviews.","$aRoach, Joseph R.,$d1947-$vInterviews.",600,"Library of Congress Subject Headings",
" Robiou Lamarche, Sebastián | Adaptations.","$aRobiou Lamarche, Sebastián$vAdaptations.",600,"Library of Congress Subject Headings",
" Rodríguez, Jesusa | Interviews.","$aRodríguez, Jesusa$vInterviews.",600,"Library of Congress Subject Headings",
" Rodríguez, Jesusa | Political activity.","$aRodríguez, Jesusa$xPolitical activity.",600,"Library of Congress Subject Headings",
" Rolnik, Suely | Interviews.","$aRolnik, Suely$vInterviews.",600,"Library of Congress Subject Headings",
" Rosaldo, Renato | Interviews.","$aRosaldo, Renato$vInterviews.",600,"Library of Congress Subject Headings",
" Rosenfeld, Lotty.","$aRosenfeld, Lotty.",600,"Library of Congress Subject Headings","HI2019_129_01"
" Ruiz, Mildred.","$aRuiz, Mildred.",600,"Library of Congress Subject Headings",
" Sahagún, Marta, | 1953- | Drama.","$aSahagún, Marta,$d1953-$vDrama.",600,"Library of Congress Subject Headings",
" Salcedo, Guadalupe.","$aSalcedo, Guadalupe.",600,"Library of Congress Subject Headings",
" Salinas de Gortari, Carlos | Drama.","$aSalinas de Gortari, Carlos$vDrama.",600,"Library of Congress Subject Headings",
" Salvatti, Fabio | Interviews.","$aSalvatti, Fabio$vInterviews.",600,"Library of Congress Subject Headings",
" Santiago, Moysés Zúñiga | Interviews.","$aSantiago, Moysés Zúñiga$vInterviews.",600,"Library of Congress Subject Headings",
" Sapp, Steven.","$aSapp, Steven.",600,"Library of Congress Subject Headings",
" Schechner, Richard, | 1934- | Interviews.","$aSchechner, Richard,$d1934-$vInterviews.",600,"Library of Congress Subject Headings",
" Schneider, Rebecca | Interviews.","$aSchneider, Rebecca$vInterviews.",600,"Library of Congress Subject Headings",
" Scott, Dread.","$aScott, Dread.",600,"Library of Congress Subject Headings",
" Serna, Javier | Interviews.","$aSerna, Javier$vInterviews.",600,"Library of Congress Subject Headings",
" Shakespeare, William, | 1564-1616. | Hamlet | Adaptations.","$aShakespeare, William,$d1564-1616.$tHamlet$vAdaptations.",600,"Library of Congress Subject Headings",
" Shakespeare, William, | 1564-1616. | Macbeth.","$aShakespeare, William,$d1564-1616.$tMacbeth.",600,"Library of Congress Subject Headings",
" Shakespeare, William, | 1564-1616. | Macbeth | Parodies, imitations, etc.","$aShakespeare, William,$d1564-1616.$tMacbeth$vParodies, imitations, etc.",600,"Library of Congress Subject Headings",
" Shakespeare, William, | 1564-1616. | Romeo and Juliet.","$aShakespeare, William,$d1564-1616.$tRomeo and Juliet.",600,"Library of Congress Subject Headings",
" Shakespeare, William, | 1564-1616. | Tempest.","$aShakespeare, William,$d1564-1616.$tTempest.",600,"Library of Congress Subject Headings",
" Shakespeare, William, | 1564-1616 | Characters | Drama.","$aShakespeare, William,$d1564-1616$xCharacters$vDrama.",600,"Library of Congress Subject Headings",
" Shakur, Tupac, | 1971-1996.","$aShakur, Tupac,$d1971-1996.",600,"Library of Congress Subject Headings",
" Shamas, Laura Annawyn | Interviews.","$aShamas, Laura Annawyn$vInterviews.",600,"Library of Congress Subject Headings",
" Shaw, Peggy | Interviews.","$aShaw, Peggy$vInterviews.",600,"Library of Congress Subject Headings",
" Shelley, Percy Bysshe, | 1792-1822. | Cenci.","$aShelley, Percy Bysshe,$d1792-1822.$tCenci.",600,"Library of Congress Subject Headings",
" Shepard, Sam, | 1943- | Tooth of crime | Adaptations.","$aShepard, Sam,$d1943-$tTooth of crime$vAdaptations.",600,"Library of Congress Subject Headings",
" Sheree, Rose. | Interviews.","$aSheree, Rose.$vInterviews.",600,"Library of Congress Subject Headings",
" Sifuentes, Roberto, | 1967- | Interviews.","$aSifuentes, Roberto,$d1967-$vInterviews.",600,"Library of Congress Subject Headings",
" Singer, Beverly R. | Interviews.","$aSinger, Beverly R.$vInterviews.",600,"Library of Congress Subject Headings",
" Smith, Jack, | 1932-1989 | Influence.","$aSmith, Jack,$d1932-1989$xInfluence.",600,"Library of Congress Subject Headings",
" Sneed, Pamela.","$aSneed, Pamela.",600,"Library of Congress Subject Headings",
" Sophocles. | Antigone.","$aSophocles.$tAntigone.",600,"Library of Congress Subject Headings",
" Sprinkle, Annie, | 1954-","$aSprinkle, Annie,$d1954-",600,"Library of Congress Subject Headings",
" Steinwachs, Ginka. | Monsieur-Madame.","$aSteinwachs, Ginka.$tMonsieur-Madame.",600,"Library of Congress Subject Headings",
" Stoklos, Denise | Interviews.","$aStoklos, Denise$vInterviews.",600,"Library of Congress Subject Headings",
" Susann, Jacqueline. | Valley of the dolls.","$aSusann, Jacqueline.$tValley of the dolls.",600,"Library of Congress Subject Headings",
" Takamine, Vicky | Interviews.","$aTakamine, Vicky$vInterviews.",600,"Library of Congress Subject Headings",
" Talen, William | Interviews.","$aTalen, William$vInterviews.",600,"Library of Congress Subject Headings",
" Tangen, Rulan | Interviews.","$aTangen, Rulan$vInterviews.",600,"Library of Congress Subject Headings",
" Tashlin, Frank. | Bear that wasn't | Adaptations.","$aTashlin, Frank.$tBear that wasn't$vAdaptations.",600,"Library of Congress Subject Headings",
" Taylor, Diana, | 1950- | Interviews.","$aTaylor, Diana,$d1950-$vInterviews.",600,"Library of Congress Subject Headings",
" Taylor, Drew Hayden, | 1962- | Interviews.","$aTaylor, Drew Hayden,$d1962-$vInterviews.",600,"Library of Congress Subject Headings",
" Teixeira, João Gabriel Lima Cruz | Interviews.","$aTeixeira, João Gabriel Lima Cruz$vInterviews.",600,"Library of Congress Subject Headings",
" Theseus, | King of Athens.","$aTheseus,$cKing of Athens.",600,"Library of Congress Subject Headings",
" Tolentino, Julie.","$aTolentino, Julie.",600,"Library of Congress Subject Headings",
" Tollinchi, Esteban. | Metamorfosis de Roma | Adaptations.","$aTollinchi, Esteban.$tMetamorfosis de Roma$vAdaptations.",600,"Library of Congress Subject Headings",
" Torres, Alejandrina.","$aTorres, Alejandrina.",600,"Library of Congress Subject Headings",
" Tousey, Sheila | Interviews.","$aTousey, Sheila$vInterviews.",600,"Library of Congress Subject Headings",
" Tropicana, Carmelita.","$aTropicana, Carmelita.",600,"Library of Congress Subject Headings",
" Tropicana, Carmelita | Interviews.","$aTropicana, Carmelita$vInterviews.",600,"Library of Congress Subject Headings",
" Troyano, Alina.","$aTroyano, Alina.",600,"Library of Congress Subject Headings",
" Turner, Kay, | 1948- | Interviews.","$aTurner, Kay,$d1948-$vInterviews.",600,"Library of Congress Subject Headings",
" Txucaramãe, Megaron.","$aTxucaramãe, Megaron.",600,"Library of Congress Subject Headings",
" Txucaramãe, Megaron | Interviews.","$aTxucaramãe, Megaron$vInterviews.",600,"Library of Congress Subject Headings",
" Uno, Roberta, | 1956- | Interviews.","$aUno, Roberta,$d1956-$vInterviews.",600,"Library of Congress Subject Headings",
" Vargas Cullel, Jorge | Interviews.","$aVargas Cullel, Jorge$vInterviews.",600,"Library of Congress Subject Headings",
" Vargas, Arístides, | 1954- | Interviews.","$aVargas, Arístides,$d1954-$vInterviews.",600,"Library of Congress Subject Headings",
" Vargas, Chavela | Interviews.","$aVargas, Chavela$vInterviews.",600,"Library of Congress Subject Headings",
" Vasconcelos, Tito | Interviews.","$aVasconcelos, Tito$vInterviews.",600,"Library of Congress Subject Headings",
" Vásquez, Myrna.","$aVásquez, Myrna.",600,"Library of Congress Subject Headings",
" Vasquez, Tiburcio, | 1835-1875.","$aVasquez, Tiburcio,$d1835-1875.",600,"Library of Congress Subject Headings",
" Vázquez, Viveca | Interviews.","$aVázquez, Viveca$vInterviews.",600,"Library of Congress Subject Headings",
" Vidal, Jacqueline | Interviews.","$aVidal, Jacqueline$vInterviews.",600,"Library of Congress Subject Headings",
" Villalobos Herrera, Alvaro | Interviews.","$aVillalobos Herrera, Alvaro$vInterviews.",600,"Library of Congress Subject Headings",
" Villanueva, Adolfina | Drama.","$aVillanueva, Adolfina$vDrama.",600,"Library of Congress Subject Headings",
" Villanueva, Ema, | 1975- | Interviews.","$aVillanueva, Ema,$d1975-$vInterviews.",600,"Library of Congress Subject Headings",
" Virgil. | Aeneis | Adaptations.","$aVirgil.$tAeneis$vAdaptations.",600,"Library of Congress Subject Headings",
" Waters, Jack.","$aWaters, Jack.",600,"Library of Congress Subject Headings",
" Weaver, Lois | Interviews.","$aWeaver, Lois$vInterviews.",600,"Library of Congress Subject Headings",
" Wells-Barnett, Ida B., | 1862-1931.","$aWells-Barnett, Ida B.,$d1862-1931.",600,"Library of Congress Subject Headings",
" Wemytewa, Edward | Interviews.","$aWemytewa, Edward$vInterviews.",600,"Library of Congress Subject Headings",
" Wilde, Oscar, | 1854-1900. | Selfish giant | Parodies, imitations, etc.","$aWilde, Oscar,$d1854-1900.$tSelfish giant$vParodies, imitations, etc.",600,"Library of Congress Subject Headings",
" Williams, Tennessee, | 1911-1983. | Streetcar named Desire.","$aWilliams, Tennessee,$d1911-1983.$tStreetcar named Desire.",600,"Library of Congress Subject Headings",
" Williams, Tennessee, | 1911-1983. | Streetcar named Desire | Characters | Blanche Dubois.","$aWilliams, Tennessee,$d1911-1983.$tStreetcar named Desire$xCharacters$xBlanche Dubois.",600,"Library of Congress Subject Headings",
" Wilson, Martha, | 1947-","$aWilson, Martha,$d1947-",600,"Library of Congress Subject Headings",
" Wilson, Martha, | 1947- | Interviews.","$aWilson, Martha,$d1947-$vInterviews.",600,"Library of Congress Subject Headings",
" Worthen, William B., | 1955- | Interviews.","$aWorthen, William B.,$d1955-$vInterviews.",600,"Library of Congress Subject Headings",
" Ybarra-Frausto, Tomás, | 1938- | Interviews.","$aYbarra-Frausto, Tomás,$d1938-$vInterviews.",600,"Library of Congress Subject Headings",
" Yellow Robe, William S., | 1960- | Interviews.","$aYellow Robe, William S.,$d1960-$vInterviews.",600,"Library of Congress Subject Headings",
" Yourcenar, Marguerite. | Qui n'a pas son Minotaure.","$aYourcenar, Marguerite.$tQui n'a pas son Minotaure.",600,"Library of Congress Subject Headings",
" Zé Pilintra | (Spirit)","$aZé Pilintra$c(Spirit)",600,"Library of Congress Subject Headings",
" Zukerfeld, Federico | Interviews.","$aZukerfeld, Federico$vInterviews.",600,"Library of Congress Subject Headings",
" Zurita, Raúl.","$aZurita, Raúl.",600,"Library of Congress Subject Headings",
" 2boys.tv | Interviews.","$a2boys.tv$vInterviews.",610,"Library of Congress Subject Headings",
" Abu Ghraib Prison | In art.","$aAbu Ghraib Prison$xIn art.",610,"Library of Congress Subject Headings",
" ACT UP Los Angeles (Organization)","$aACT UP Los Angeles (Organization)",610,"Library of Congress Subject Headings",
" American Indian Community House (New York, N.Y.)","$aAmerican Indian Community House (New York, N.Y.)",610,"Library of Congress Subject Headings",
" Anonymous (Group)","$aAnonymous (Group)",610,"Library of Congress Subject Headings",
" Arizona. | Support Our Law Enforcement and Safe Neighborhoods Act.","$aArizona.$tSupport Our Law Enforcement and Safe Neighborhoods Act.",610,"Library of Congress Subject Headings",
" Beatnuts (Musical group)","$aBeatnuts (Musical group)",610,"Library of Congress Subject Headings",
" Bread and Puppet Theater.","$aBread and Puppet Theater.",610,"Library of Congress Subject Headings",
" Brigadas Ramona Parra.","$aBrigadas Ramona Parra.",610,"Library of Congress Subject Headings",
" C.","$aC.",610,"Library of Congress Subject Headings",
" Canada. | Treaties, etc. | 1992 Oct. 7.","$aCanada.$tTreaties, etc.$d1992 Oct. 7.",610,"Library of Congress Subject Headings",
" Catholic Church | Drama.","$aCatholic Church$vDrama.",610,"Library of Congress Subject Headings",
" Catholic Church | Latin America.","$aCatholic Church$zLatin America.",610,"Library of Congress Subject Headings",
" Cenzontles (Musical group)","$aCenzontles (Musical group)",610,"Library of Congress Subject Headings",
" Chile. | President (1974-1990 : Pinochet Ugarte)","$aChile.$bPresident (1974-1990 : Pinochet Ugarte)",610,"Library of Congress Subject Headings","HI2019_054_01,HI2019_087_01,HI2019_134_01"
" Church of Stop Shopping | Interviews.","$aChurch of Stop Shopping$vInterviews.",610,"Library of Congress Subject Headings",
" Circus Amok.","$aCircus Amok.",610,"Library of Congress Subject Headings",
" Coatlicue Theatre Company.","$aCoatlicue Theatre Company.",610,"Library of Congress Subject Headings",
" Colectivo Acciones de Arte.","$aColectivo Acciones de Arte.",610,"Library of Congress Subject Headings",
" Comadre Araña (Musical group) | Interviews.","$aComadre Araña (Musical group)$vInterviews.",610,"Library of Congress Subject Headings",
" Cornerstone Theater Company.","$aCornerstone Theater Company.",610,"Library of Congress Subject Headings",
" Dancing Earth.","$aDancing Earth.",610,"Library of Congress Subject Headings",
" Dancing Earth | Interviews.","$aDancing Earth$vInterviews.",610,"Library of Congress Subject Headings",
" Danza Abierta (Dance group)","$aDanza Abierta (Dance group)",610,"Library of Congress Subject Headings",
" EDEMA (Performance group)","$aEDEMA (Performance group)",610,"Library of Congress Subject Headings",
" Ejército Zapatista de Liberación Nacional (Mexico)","$aEjército Zapatista de Liberación Nacional (Mexico)",610,"Library of Congress Subject Headings",
" Escombros (Group) | Interviews.","$aEscombros (Group)$vInterviews.",610,"Library of Congress Subject Headings",
" Festival al Aire Puro.","$aFestival al Aire Puro.",610,"Library of Congress Subject Headings",
" Fortaleza de la Mujer Maya (Organization)","$aFortaleza de la Mujer Maya (Organization)",610,"Library of Congress Subject Headings",
" Franklin Furnace (Archive)","$aFranklin Furnace (Archive)",610,"Library of Congress Subject Headings",
" Franklin Furnace (Archive) | Exhibitions.","$aFranklin Furnace (Archive)$vExhibitions.",610,"Library of Congress Subject Headings",
" Franklin Furnace (Archive) | History.","$aFranklin Furnace (Archive)$xHistory.",610,"Library of Congress Subject Headings",
" Giramundo Teatro de Bonecos.","$aGiramundo Teatro de Bonecos.",610,"Library of Congress Subject Headings",
" Group of Eight (Organization) | Public opinion.","$aGroup of Eight (Organization)$xPublic opinion.",610,"Library of Congress Subject Headings",
" Grupo Cultural Yuyachkani.","$aGrupo Cultural Yuyachkani.",610,"Library of Congress Subject Headings",
" Grupo Cultural Yuyachkani | Interviews.","$aGrupo Cultural Yuyachkani$vInterviews.",610,"Library of Congress Subject Headings",
" Grupo de Arte Callejero (Argentina) | Political activity.","$aGrupo de Arte Callejero (Argentina)$xPolitical activity.",610,"Library of Congress Subject Headings",
" Grupo de Teatro Catalinas Sur.","$aGrupo de Teatro Catalinas Sur.",610,"Library of Congress Subject Headings",
" Grupo de Teatro Catalinas Sur | Interviews.","$aGrupo de Teatro Catalinas Sur$vInterviews.",610,"Library of Congress Subject Headings",
" Grupo de Teatro Malayerba.","$aGrupo de Teatro Malayerba.",610,"Library of Congress Subject Headings",
